;Task 1;Task 2;Perf 1;Perf 2;Time 1;Time 2;Time 22;Trajectory 1x;Trajectory 1y;Trajectory 2x;Trajectory 2y
Mean;7,737833388831766;10,004780673863223;6,158658040529637;13,851469070781867;1,5300000000000011;5,039999999999937;5,039999999999937;174,40715939156493;447,4213951856052;173,33254232868154;449,2132527325489
Std;5,4109440445166745;8,739326052309307;7,119885252808196;14,225821322910793;1,5400000000000011;5,049999999999937;5,049999999999937;174,5196327150332;445,4548552899802;172,40855793377926;450,23864568775275
RMS;9,44205385529071;13,284255951338759;8,413805067764297;14,598254311146444;1,5500000000000012;5,0599999999999365;5,0599999999999365;174,62961660536533;443,52303327838035;171,50267224286182;451,2437332715096
Time;0,8399999999999923;8,859999999999811;9,891564879179137;14,969381711236872;1,5600000000000012;5,069999999999936;5,069999999999936;174,73697726513976;441,6248195570869;170,6149954490742;452,22942391089646
;;;11,466654594844853;15,337412779945549;1,5700000000000012;5,079999999999936;5,079999999999936;174,841589966823;439,7591517183831;169,74562239907806;453,1965962391766
;;;13,091031068047695;15,79246744424129;1,5800000000000012;5,089999999999936;5,089999999999936;174,94334160964436;437,9250134431613;168,89462691855996;454,1460990830745
;;;14,721376611654144;16,32105939690876;1,5900000000000012;5,099999999999936;5,099999999999936;175,04213299157414;436,1214333911978;168,06205652446423;455,0787514590279
;;;15,037363511970682;15,949826864481471;1,6000000000000012;5,1099999999999355;5,1099999999999355;176,1178807665235;435,3274840782941;168,22792758957505;455,9953425811218
;;;15,356369709326184;15,804714544477365;1,6100000000000012;5,119999999999935;5,119999999999935;177,17111906349166;434,5428807396601;168,39282101875145;455,91663188329204
;;;15,677368447173762;15,65978737981933;1,6200000000000012;5,129999999999935;5,129999999999935;178,20238275129546;433,7673621790998;168,55726048882232;455,8427490582652
;;;15,999527545720415;15,514488683567384;1,6300000000000012;5,139999999999935;5,139999999999935;179,21220887958174;433,0006901437341;168,72170983600174;455,77381211557156
;;;15,410047520864884;15,368326109860698;1,6400000000000012;5,149999999999935;5,149999999999935;180,20113773769108;433,22264866797474;168,88657106963277;455,7099269208324
;;;14,84271794073332;15,220873260844085;1,6500000000000012;5,159999999999934;5,159999999999934;181,1697135365548;433,4336433873186;169,05218303835338;455,65118677458423
;;;14,298267852269628;14,122644776516056;1,6600000000000013;5,169999999999934;5,169999999999934;182,11848472543323;433,63408282268983;170,19882076498192;455,5976720320684
;;;13,763961582242349;13,048905256354285;1,6700000000000013;5,179999999999934;5,179999999999934;183,04800396151248;433,82437817620485;171,32729545641521;455,549449765281
