;Task 1;Task 2;Perf 1;Perf 2;Time 1;Time 2;Time 22;Trajectory 1x;Trajectory 1y;Trajectory 2x;Trajectory 2y
Mean;8,275943563911586;44,33070140262215;5,357331119243646;1,079287901881515;1,9100000000000015;8,379999999999866;8,379999999999866;192,3114273660106;450,666375879481;190,471319435607;443,4763919941081
Std;6,035145384020364;32,29460170935599;5,416500070779095;0,7739018464772325;1,9200000000000015;8,389999999999866;8,389999999999866;190,22208454503027;451,60638460309656;191,3071798525388;442,74210023428486
RMS;10,242764357306667;54,84662602580385;5,478611723310717;0,125501731849075;1,9300000000000015;8,399999999999865;8,399999999999865;188,17542200867936;452,5281930650037;192,12796445696264;442,0198372272563
Time;1,3799999999999724;5,029999999999893;5,541618423799282;0,7256209366697638;1,9400000000000015;8,409999999999865;8,409999999999865;186,170159348419;453,43234727305355;192,93412552325375;442,2892421104386
;;;5,604702305318408;0,7079410455862336;1,9500000000000015;8,419999999999865;8,419999999999865;184,2050545679664;454,31937685486196;192,74610175755615;442,55056484712543
;;;5,668101658514335;0,8213684506327016;1,9600000000000015;8,429999999999865;8,429999999999865;182,27890293092742;455,1897955492161;192,56371870482945;442,80404790171167
;;;6,05670565538422;0,9388202566554958;1,9700000000000015;8,439999999999864;8,439999999999864;180,3905358429996;456,0441016827396;192,38680714368456;443,0499264646603
;;;7,036170078380412;1,033677396901218;1,9800000000000015;8,449999999999864;8,449999999999864;178,5388197677096;456,88277863225744;192,21520292937404;444,26842867072054
;;;7,48224813859724;1,3193281195050985;1,9900000000000015;8,459999999999864;8,459999999999864;176,72265517467832;456,7262952732897;192,0487468414928;445,4603758105989
;;;8,295653277289196;1,7607823654338393;2,0000000000000013;8,469999999999864;8,469999999999864;174,94097551943798;456,57450641509104;191,88728443624802;446,6265645362809
;;;9,362078772033579;1,3012848635140393;2,010000000000001;8,479999999999864;8,479999999999864;173,19274625385484;456,4272712226383;190,75066590316058;447,7677676001925
;;;9,817929756564885;0,9452356640356728;2,020000000000001;8,489999999999863;8,489999999999863;172,4569638662392;456,2844530859591;189,63814592606576;448,88473457218674
;;;10,301038789202053;0,7981863558742982;2,0300000000000007;8,499999999999863;8,499999999999863;171,73325495025202;456,14591949338035;188,5490015482838;449,97819253502115
;;;10,805390162325391;0,6996396002904887;2,0400000000000005;8,509999999999863;8,509999999999863;171,02125730174447;456,011541908579;187,4825315018353;451,0488467589705
;;;10,500841963107717;0,47360653042153483;2,0500000000000003;8,519999999999863;8,519999999999863;171,30061958269212;455,8811956513216;186,43805555678023;453,0773813562014
;;;9,686910795379738;0,5482968084993762;2,06;8,529999999999863;8,529999999999863;171,57160099521136;454,77475978178194;185,41491389007683;455,06505991551535
;;;8,961219562655375;0,7968384467693713;2,07;8,539999999999862;8,539999999999862;171,834452965355;453,6915169883285;184,4124664733745;457,0131081180499
;;;8,336560704246912;0,5176915563392189;2,0799999999999996;8,549999999999862;8,549999999999862;172,08941937639437;452,63077147867864;183,43009247917328;458,92271487450836
;;;6,870224755086848;1,4976337187811042;2,0899999999999994;8,559999999999862;8,559999999999862;173,31673679510254;451,5918483343183;182,46718970479807;459,8150334282731
;;;5,51273961571099;2,74359068840303;2,099999999999999;8,569999999999862;8,569999999999862;174,51723469124946;450,5740928842887;181,52317401365414;460,69058242542496
;;;4,329010939819817;3,9915027955268223;2,109999999999999;8,579999999999862;8,579999999999862;175,69171765051198;449,57687009776004;180,5974787932445;461,5498649526622
;;;3,4555341198250895;5,222964295984348;2,1199999999999988;8,589999999999861;8,589999999999861;176,84096612099663;448,59956399482724;179,68955442944718;462,39336900408233
;;;3,1145439614071;6,434405237143217;2,1299999999999986;8,599999999999861;8,599999999999861;177,96573713736672;447,6415770749824;178,79886779656377;463,2215679339599
;;;3,42717909009645;7,625031111947942;2,1399999999999983;8,60999999999986;8,60999999999986;179,06676502324572;446,702329762733;177,92490176266685;464,03492089594107
;;;3,496715688982352;8,794862372704191;2,149999999999998;8,61999999999986;8,61999999999986;181,12476207254835;445,781259869851;177,06715470978685;464,8338732690628
;;;3,5606749447288077;8,56448936496703;2,159999999999998;8,62999999999986;8,62999999999986;183,1410192103719;444,87782207375545;177,20514006849325;464,6388570709909
