;Task 1;Task 2;Perf 1;Perf 2;Time 1;Time 2;Time 22;Trajectory 1x;Trajectory 1y;Trajectory 2x;Trajectory 2y
Mean;5,087636710190294;46,16359512160203;3,2576492368466345;4,164852331357473;2,5099999999999905;6,699999999999902;6,699999999999902;177,5731194553282;447,82686186075966;190,40109565062193;455,30717417982845
Std;3,8220965596475085;33,343125440215324;3,164645945427111;3,644596352124103;2,5199999999999902;6,709999999999901;6,709999999999901;177,67592587166837;447,85205600493686;189,31906278110327;456,3179589544336
RMS;6,36336934384177;56,945952697914656;3,07522645469006;3,1563791084476382;2,52999999999999;6,719999999999901;6,719999999999901;177,7756480955183;447,8764943247888;188,2594908976702;457,30842018580057
Time;1,1099999999999763;4,069999999999913;2,9893033901389856;2,717972683641776;2,53999999999999;6,729999999999901;6,729999999999901;177,87237865265277;447,9001994950451;187,22170617074008;458,27916758022656
;;;2,9067916971895404;2,1913087708996626;2,5499999999999896;6,739999999999901;6,739999999999901;177,96620729307318;447,92319351019376;186,20505498561786;459,23079255281976
;;;2,8276084656187166;1,6515934529900225;2,5599999999999894;6,7499999999999005;6,7499999999999005;178,057221074281;447,94549770488794;185,20890333604933;460,1638687762352
;;;2,21298252150047;1,8881606979904915;2,569999999999989;6,7599999999999;6,7599999999999;179,12550444205255;447,9671327737413;184,23263623596785;461,07895271294814
;;;1,7974218231055776;2,8044546619608623;2,579999999999989;6,7699999999999;6,7699999999999;180,17173930879096;447,9881187905291;183,27565714888883;461,97658413155966
;;;1,4095671859798269;3,046379869797243;2,5899999999999888;6,7799999999999;6,7799999999999;181,19658712952724;448,0084752268132;182,33738743442217;461,87728660761286
;;;0,2556977130867392;3,5217908648687613;2,5999999999999885;6,7899999999999;6,7899999999999;182,20068951564144;449,0082209700088;181,41726581138948;461,7809680093845
;;;1,2516720998668376;4,139321628564378;2,6099999999999883;6,7999999999998995;6,7999999999998995;183,1846688301722;449,9879743409085;180,51474783704782;461,68753896910295
;;;1,6417887198299996;4,835333100403086;2,619999999999988;6,809999999999899;6,809999999999899;184,14912876526702;449,96833511068127;179,62930540193636;461,5969128000299
;;;1,9518118068954964;5,572700009964732;2,629999999999988;6,819999999999899;6,819999999999899;185,094654902309;449,94928505736084;178,76042623987829;461,50900541602897
;;;2,2585096206968935;6,330510404537749;2,6399999999999877;6,829999999999899;6,829999999999899;186,02181525523974;449,93080650564;177,90761345268194;461,4237352535481
;;;2,5863219975744656;7,09677494279163;2,6499999999999875;6,839999999999899;6,839999999999899;186,93116079758255;449,9128823104708;177,07038504910147;461,34102319594166
;;;2,5395728711036187;6,922234811191779;2,6599999999999873;6,849999999999898;6,849999999999898;186,84322597365508;449,8954958411567;177,22827349762844;461,2607925000634
;;;2,4964658891792935;6,753058428250305;2,669999999999987;6,859999999999898;6,859999999999898;186,7579291944454;449,878630965922;177,3814252926996;461,1829687250615
;;;2,456870467334035;6,58908659019672;2,679999999999987;6,869999999999898;6,869999999999898;186,67519131861206;449,8622720369443;177,5299825339186;461,1074796633097
;;;2,4206526995342066;6,430164828463234;2,6899999999999866;6,879999999999898;6,879999999999898;186,5949355790537;449,846403875836;177,67408305790104;461,0342552734104
;;;2,387675714570306;6,2761432639498915;2,6999999999999864;6,8899999999998975;6,8899999999998975;186,5170875116821;449,8310117595609;177,813860566164;460,9632276152081
;;;2,3578001321239137;5,93619697914099;2,709999999999986;6,899999999999897;6,899999999999897;186,4415748863316;449,8160814067741;177,94944474917907;459,9143307867518
;;;2,329225256896285;5,775438452459054;2,719999999999986;6,909999999999897;6,909999999999897;186,36832763974166;449,80159896457087;178,0809614067037;458,88690086314926
;;;2,2766505858648243;4,8494556180852015;2,7299999999999858;6,919999999999897;6,919999999999897;186,29727781054942;449,78755099563375;179,1885325645026;457,8802938372548
;;;2,2267181085988104;4,26958290366674;2,7399999999999856;6,929999999999897;6,929999999999897;186,22835947623292;449,7739244657647;180,2728765875675;456,89388502213717
;;;2,1793545382183335;3,717346543904513;2,7499999999999853;6,9399999999998965;6,9399999999998965;186,16150869194595;449,7607067317918;181,33469028994048;455,92706847147304
;;;2,134486637610744;3,1897250573979834;2,759999999999985;6,949999999999896;6,949999999999896;186,09666343118758;449,747885529838;182,37464958124227;454,9792564173288
;;;2,09204112704061;2,7027293376276824;2,769999999999985;6,959999999999896;6,959999999999896;186,03376352825194;449,7354489639429;183,39341009380502;454,049878724809
;;;2,051944613806958;1,756691984954542;2,7799999999999847;6,969999999999896;6,969999999999896;185,9727506224044;449,7233854950246;184,39160779099086;454,1183823630647
;;;1,6647521653738653;0,9460900188807587;2,7899999999999845;6,979999999999896;6,979999999999896;184,93356810373226;449,7116839301739;185,36985955726112;454,1848308921728
;;;1,3193918129700182;0,7839541228593488;2,7999999999999843;6,989999999999895;6,989999999999895;183,93556106062027;449,6803334122686;186,3287637705433;454,2492859654076
;;;0,9002047841598565;1,0205626532006433;2,809999999999984;6,999999999999895;6,999999999999895;182,97749422880167;449,64992340990057;187,268900857427;454,31180738644537
;;;0,45536158212602673;1,761892487315645;2,819999999999984;7,009999999999895;7,009999999999895;182,03816940193764;449,6204257076036;188,1908338317042;454,352453164852
;;;0,4466822303223618;2,616179057231461;2,8299999999999836;7,019999999999895;7,019999999999895;182,1370243198795;449,59181293637545;189,11510881675306;454,37187956990647
;;;0,4543015699518975;3,4889636442352456;2,8399999999999834;7,0299999999998946;7,0299999999998946;182,2529135902831;449,5440585482842;190,02165555225048;454,39072318280927
;;;0,5080193842335023;4,26792381493658;2,849999999999983;7,039999999999894;7,039999999999894;182,38532618257463;449,4977367918357;190,93100588568296;454,38900148732495
;;;0,5964360930665555;4,18243767363379;2,859999999999983;7,049999999999894;7,049999999999894;182,5337663970974;449,43280468808064;190,84307570911247;454,3673314427052
;;;0,6895872063083326;4,077649048552934;2,869999999999983;7,059999999999894;7,059999999999894;182,69775340518447;449,36982054743817;190,7577834378391;454,30631149942406
;;;0,5721431469091065;3,9760082993355343;2,8799999999999826;7,069999999999894;7,069999999999894;182,87682080302892;449,30872593101503;190,6750499347039;454,24712215444134
;;;0,48462192024832673;3,910974768919093;2,8899999999999824;7,0799999999998935;7,0799999999998935;183,07051617893805;449,2294641530846;190,6347984366628;454,1897084898081
;;;0,8532293747415665;3,8373715790973293;2,899999999999982;7,089999999999893;7,089999999999893;184,23840069356993;449,15258022849207;190,59575448356293;454,11401723511386
;;;1,2098135046514813;3,7456677540189713;2,909999999999982;7,099999999999893;7,099999999999893;185,40124867276282;449,0580028216373;190,55788184905603;454,0005967180604
;;;1,539386573833658;3,6657478338807583;2,9199999999999817;7,109999999999893;7,109999999999893;186,57921121257993;448,9262627369882;190,54114539358434;453,8705788165186
;;;1,0405856741686863;3,2665425881483086;2,9299999999999815;7,119999999999893;7,119999999999893;187,79183487620253;447,75847485487856;190,54491103177682;452,7444614520231
;;;0,34619303848815963;2,6868375647096485;2,9399999999999813;7,129999999999892;7,129999999999892;189,01807982991647;446,59572060923216;190,5485637008235;451,6221276084624
;;;0,317539636154535;2,2334630359410292;2,949999999999981;7,139999999999892;7,139999999999892;191,31753743501898;445,41784899095524;190,5521067897988;450,5234637802085
;;;0,37658337400001934;1,8227315025250899;2,959999999999981;7,149999999999892;7,149999999999892;193,6280113119684;444,22531352122655;190,55554358610485;449,44775986680224
;;;0,3149251665489099;1,27945056362764;2,9699999999999807;7,159999999999892;7,159999999999892;195,88917097260935;443,03855411558976;190,5788772785217;448,3743270707982
;;;0,6777515391655295;1,0627779419517236;2,9799999999999804;7,169999999999892;7,169999999999892;198,14249584343108;441,8373974921221;190,60151096016605;447,30309725867426
;;;1,3035365604574705;0,4816076063970097;2,9899999999999802;7,179999999999891;7,179999999999891;201,38822096812814;439,6822755673584;190,62346563136106;446,25400434091404
;;;2,057691615611905;0,36152270933552466;2,99999999999998;7,189999999999891;7,189999999999891;204,5665743390843;437,57180730033764;190,64476166242025;445,20638421068656
;;;2,740238900447654;0,7711795741513627;3,00999999999998;7,199999999999891;7,199999999999891;207,69957710891177;435,50465308132755;190,66541881254764;444,160192684366
;;;3,4096128903210294;0,9300510983354568;3,0199999999999796;7,209999999999891;7,209999999999891;210,7885897956444;433,4795134888877;190,6854562481712;443,135386903835
;;;4,096687781246274;1,5268367216549599;3,0299999999999794;7,2199999999998905;7,2199999999998905;213,81493210177507;431,49512808422105;190,72489256072606;442,09132529671996
;;;4,750152324235602;1,7904358331410708;3,039999999999979;7,22999999999989;7,22999999999989;216,78048413872182;429,5502742416944;190,7631457839043;441,0485855378184
